,Country,White Shark (Y/N),Fatal (Y/N)
3278,SOUTH AFRICA,Other,N
3279,AUSTRALIA,White Shark,Y
3280,SOUTH AFRICA,Other,N
3283,AUSTRALIA,Other,N
3294,BAHAMAS,Other,N
3296,MEXICO,White Shark,Y
3297,EGYPT,Other,N
3299,AUSTRALIA,Other,N
3300,USA,Other,N
3305,SOUTH AFRICA,Other,N
3307,SOUTH AFRICA,Other,N
3308,USA,Other,N
3309,PALAU,Other,N
3310,PALAU,Other,N
3313,MOZAMBIQUE,Other,N
3315,SOUTH AFRICA,White Shark,N
3320,AUSTRALIA,Other,N
3321,USA,White Shark,Y
3324,USA,White Shark,N
3327,USA,Other,N
3328,AUSTRALIA,White Shark,N
3332,USA,Other,N
3333,USA,White Shark,N
3334,FRENCH POLYNESIA,Other,N
3335,WESTERN SAMOA,Other,Y
3340,AUSTRALIA,Other,N
3343,SOUTH AFRICA,Other,N
3344,MOZAMBIQUE,White Shark,N
3345,FRANCE,White Shark,N
3346,MARSHALL ISLANDS,Other,N
3348,SOUTH AFRICA,White Shark,N
3352,USA,Other,N
3353,SOUTH AFRICA,Other,N
3354,USA,White Shark,N
3356,CROATIA,White Shark,Y
3358,AUSTRALIA,Other,N
3360,USA,White Shark,N
3361,SOUTH AFRICA,White Shark,N
3362,BRITISH ISLES,Other,N
3363,KENYA,Other,N
3364,SOUTH AFRICA,White Shark,Y
3369,NEW ZEALAND,White Shark,N
3371,AUSTRALIA,White Shark,N
3376,MICRONESIA,Other,N
3381,MICRONESIA,Other,N
3382,PALAU,Other,N
3385,USA,Other,N
3389,USA,Other,N
3390,SOUTH AFRICA,Other,N
3396,SOLOMON ISLANDS,Other,N
3401,MOZAMBIQUE,Other,N
3402,MOZAMBIQUE,Other,N
3403,MOZAMBIQUE,Other,N
3406,ENGLAND,Other,N
3409,SPAIN,Other,N
3410,ITALY,White Shark,N
3411,CROATIA,White Shark,N
3417,USA,Other,N
3419,USA,White Shark,N
3420,USA,White Shark,N
3424,USA,Other,N
3427,USA,Other,N
3428,USA,White Shark,N
3432,USA,Other,N
3433,USA,Other,N
3437,USA,Other,N
3438,AUSTRALIA,Other,N
3439,USA,White Shark,N
3440,AUSTRALIA,Other,N
3443,AUSTRALIA,Other,N
3444,BAHAMAS,Other,N
3446,AUSTRALIA,Other,N
3447,NEW ZEALAND,White Shark,N
3448,AUSTRALIA,White Shark,N
3449,SOUTH AFRICA,Other,N
3451,SOUTH AFRICA,Other,N
3455,USA,Other,N
3458,NEW ZEALAND,White Shark,Y
3459,USA,Other,N
3463,COLUMBIA,Other,N
3464,USA,White Shark,N
3466,USA,Other,N
3469,BAHAMAS,Other,N
3471,ENGLAND,Other,N
3475,USA,Other,N
3476,AUSTRALIA,Other,N
3478,AUSTRALIA,Other,N
3479,SOUTH AFRICA,Other,N
3484,NEW ZEALAND,Other,N
3485,AUSTRALIA,Other,N
3492,SOUTH AFRICA,Other,N
3497,AUSTRALIA,Other,N
3498,AUSTRALIA,Other,N
3503,USA,Other,N
3510,PAPUA NEW GUINEA,Other,Y
3511,USA,Other,N
3514,AUSTRALIA,White Shark,Y
3518,USA,Other,N
3519,BAHAMAS,Other,N
3520,SENEGAL,Other,N
3524,USA,Other,N
3525,ITALY,White Shark,N
3526,AUSTRALIA,Other,N
3527,AUSTRALIA,Other,N
3530,SOUTH AFRICA,White Shark,N
3531,AUSTRALIA,Other,N
3533,NEW ZEALAND,White Shark,Y
3534,PAPUA NEW GUINEA,Other,N
3536,SOUTH AFRICA,White Shark,N
3537,SOUTH AFRICA,Other,N
3539,AUSTRALIA,Other,N
3540,AUSTRALIA,Other,N
3541,AUSTRALIA,Other,N
3542,AUSTRALIA,Other,N
3544,AUSTRALIA,Other,N
3546,PAPUA NEW GUINEA,Other,Y
3547,PAPUA NEW GUINEA,Other,Y
3548,PAPUA NEW GUINEA,Other,Y
3549,AUSTRALIA,Other,N
3553,AUSTRALIA,Other,N
3554,USA,Other,N
3559,NEW BRITAIN,Other,Y
3560,NEW BRITAIN,Other,Y
3561,CROATIA,White Shark,Y
3562,TAIWAN,Other,N
3563,ITALY,Other,N
3565,USA,Other,N
3566,USA,Other,N
3567,USA,Other,N
3573,USA,Other,N
3574,USA,Other,N
3575,USA,Other,N
3578,AUSTRALIA,Other,N
3579,AUSTRALIA,White Shark,Y
3584,AUSTRALIA,White Shark,N
3586,AUSTRALIA,White Shark,N
3587,SOUTH AFRICA,Other,N
3589,USA,White Shark,N
3590,AUSTRALIA,Other,N
3591,COLUMBIA,Other,Y
3592,SOUTH AFRICA,Other,N
3593,AUSTRALIA,Other,N
3594,SOUTH AFRICA,Other,N
3596,USA,Other,N
3598,AUSTRALIA,Other,N
3599,JOHNSTON ISLAND,Other,N
3600,AUSTRALIA,Other,N
3601,AUSTRALIA,Other,Y
3604,AUSTRALIA,Other,N
3606,BAHAMAS,Other,N
3607,BAHAMAS,Other,Y
3608,NEW BRITAIN,Other,Y
3610,PAPUA NEW GUINEA,Other,N
3611,PAPUA NEW GUINEA,Other,N
3612,MEXICO,Other,N
3615,BAHAMAS,Other,N
3622,SOUTH PACIFIC OCEAN,Other,Y
3628,USA,Other,N
3630,USA,White Shark,N
3631,PALAU,Other,N
3632,USA,Other,N
3634,USA,Other,N
3635,SOUTH AFRICA,Other,N
3636,USA,Other,N
3638,SOUTH AFRICA,White Shark,N
3640,AUSTRALIA,Other,N
3641,NEW GUINEA,Other,Y
3644,USA,Other,N
3645,RED SEA,White Shark,N
3646,EGYPT,Other,N
3649,SOUTH AFRICA,Other,N
3651,AUSTRALIA,Other,N
3652,PAPUA NEW GUINEA,Other,N
3654,AUSTRALIA,White Shark,N
3656,AUSTRALIA,White Shark,N
3657,USA,Other,N
3660,AUSTRALIA,Other,N
3663,TAIWAN,Other,N
3665,MEXICO,Other,N
3667,USA,Other,N
3668,USA,Other,N
3670,PANAMA,Other,N
3671,USA,Other,N
3672,SOUTH AFRICA,Other,N
3675,USA,White Shark,N
3680,USA,Other,N
3681,PAPUA NEW GUINEA,Other,N
3684,PANAMA,Other,N
3685,FIJI,Other,Y
3686,PANAMA,Other,Y
3688,AUSTRALIA,Other,N
3690,USA,Other,N
3691,SENEGAL,Other,N
3692,FIJI,Other,N
3696,NEW ZEALAND,White Shark,N
3697,SOUTH AFRICA,White Shark,N
3698,NEW ZEALAND,Other,N
3699,NEW ZEALAND,White Shark,Y
3701,NEW ZEALAND,Other,N
3702,USA,Other,N
3707,SOUTH AFRICA,White Shark,N
3708,AUSTRALIA,Other,N
3709,USA,White Shark,N
3710,PAPUA NEW GUINEA,Other,Y
3713,SOUTH AFRICA,Other,N
3715,SOUTH AFRICA,Other,N
3716,SOUTH AFRICA,Other,N
3717,AUSTRALIA,Other,N
3720,SOUTH AFRICA,Other,N
3721,AUSTRALIA,Other,N
3722,SOUTH AFRICA,White Shark,N
3723,SOUTH AFRICA,Other,Y
3724,AUSTRALIA,White Shark,N
3725,NEW BRITAIN,Other,Y
3726,NEW ZEALAND,Other,N
3727,PAPUA NEW GUINEA,Other,N
3728,FIJI,Other,N
3731,AUSTRALIA,White Shark,N
3732,USA,Other,N
3733,PAPUA NEW GUINEA,Other,N
3734,PALAU,Other,N
3735,USA,Other,N
3737,CHILE,White Shark,Y
3739,SOLOMON ISLANDS,Other,Y
3740,AUSTRALIA,Other,N
3741,USA,Other,N
3742,DOMINICAN REPUBLIC,Other,Y
3743,FEDERATED STATES OF MICRONESIA,Other,N
3745,USA,Other,N
3748,GREECE,White Shark,Y
3749,PAPUA NEW GUINEA,Other,N
3752,AUSTRALIA,Other,N
3753,USA,Other,Y
3755,AUSTRALIA,Other,N
3756,USA,Other,N
3760,AUSTRALIA,Other,N
3761,FIJI,White Shark,N
3765,AUSTRALIA,Other,Y
3767,SOUTH AFRICA,Other,N
3768,NEW ZEALAND,Other,N
3769,SOUTH AFRICA,Other,N
3770,SOUTH AFRICA,Other,N
3771,SOUTH AFRICA,Other,N
3772,AUSTRALIA,White Shark,N
3773,MOZAMBIQUE,Other,N
3776,SOUTH AFRICA,Other,N
3777,AUSTRALIA,White Shark,Y
3778,SOUTH AFRICA,Other,N
3779,AUSTRALIA,Other,N
3781,USA,White Shark,N
3782,AUSTRALIA,Other,N
3785,MEXICO,Other,Y
3787,AUSTRALIA,Other,N
3790,BRITISH WEST INDIES,Other,N
3793,ITALY,White Shark,Y
3794,ISRAEL,Other,N
3796,PAPUA NEW GUINEA,Other,N
3797,USA,Other,N
3799,SOUTH AFRICA,Other,N
3800,USA,Other,Y
3801,USA,Other,N
3803,ITALY,White Shark,N
3804,SENEGAL,Other,N
3805,USA,Other,N
3806,MADAGASCAR,Other,N
3807,USA,Other,N
3812,SOUTH AFRICA,Other,N
3813,USA,Other,N
3817,PAPUA NEW GUINEA,Other,Y
3820,USA,Other,N
3825,AUSTRALIA,Other,N
3827,SOUTH AFRICA,Other,N
3828,SOUTH AFRICA,Other,N
3829,NEW ZEALAND,Other,N
3830,AUSTRALIA,Other,N
3831,PAPUA NEW GUINEA,Other,Y
3832,PAPUA NEW GUINEA,Other,N
3833,NEW ZEALAND,Other,N
3834,AUSTRALIA,Other,N
3836,SOUTH AFRICA,White Shark,Y
3837,AUSTRALIA,Other,N
3840,NEW ZEALAND,Other,N
3842,AUSTRALIA,Other,N
3844,NEW ZEALAND,Other,N
3846,USA,White Shark,N
3847,AUSTRALIA,Other,N
3848,AUSTRALIA,Other,N
3849,AUSTRALIA,Other,N
3850,PAPUA NEW GUINEA,White Shark,N
3851,NEW ZEALAND,Other,N
3852,AUSTRALIA,White Shark,N
3857,AUSTRALIA,Other,N
3858,MARSHALL ISLANDS,Other,N
3862,AUSTRALIA,Other,Y
3863,AUSTRALIA,Other,N
3864,SOUTH AFRICA,Other,N
3865,AUSTRALIA,Other,N
3866,AUSTRALIA,Other,N
3868,AUSTRALIA,Other,Y
3869,AUSTRALIA,Other,N
3873,VANUATU,Other,N
3876,CROATIA,White Shark,Y
3878,MID ATLANTIC OCEAN,White Shark,N
3879,PERSIAN GULF,Other,N
3880,ITALY,Other,N
3882,USA,White Shark,N
3883,USA,White Shark,N
3884,BERMUDA,Other,N
3885,USA,Other,N
3887,USA,Other,N
3889,AUSTRALIA,White Shark,N
3890,ITALY,White Shark,N
3894,USA,Other,N
3896,PAPUA NEW GUINEA,Other,N
3897,USA,White Shark,N
3899,USA,Other,N
3902,AUSTRALIA,Other,N
3903,MOZAMBIQUE,Other,N
3904,SOUTH AFRICA,Other,N
3905,USA,Other,N
3906,AUSTRALIA,Other,N
3907,AUSTRALIA,Other,N
3908,MOZAMBIQUE,Other,Y
3910,AUSTRALIA,Other,N
3911,AUSTRALIA,Other,N
3912,AUSTRALIA,Other,N
3913,AUSTRALIA,Other,N
3915,AUSTRALIA,White Shark,N
3916,NORTH PACIFIC OCEAN,Other,N
3917,SOUTH AFRICA,Other,N
3920,AUSTRALIA,Other,N
3922,SOUTH AFRICA,Other,N
3923,SOUTH AFRICA,Other,Y
3924,AUSTRALIA,Other,N
3926,SOUTH AFRICA,Other,N
3927,SOUTH AFRICA,White Shark,N
3928,AUSTRALIA,Other,N
3929,SOUTH AFRICA,White Shark,N
3931,AUSTRALIA,Other,N
3932,MOZAMBIQUE,Other,N
3937,COLUMBIA,Other,N
3939,SENEGAL,Other,Y
3942,AUSTRALIA,Other,N
3943,SOUTH AFRICA,White Shark,Y
3944,AUSTRALIA,Other,N
3945,AUSTRALIA,Other,N
3946,AUSTRALIA,Other,N
3949,AUSTRALIA,Other,N
3950,SOUTH AFRICA,White Shark,N
3951,NEW GUINEA,Other,N
3954,SOUTH AFRICA,White Shark,N
3959,SOUTH AFRICA,White Shark,N
3961,USA,Other,N
3963,AUSTRALIA,Other,N
3974,USA,Other,N
3975,ENGLAND,Other,N
3976,USA,Other,N
3980,USA,Other,N
3982,USA,Other,N
3983,NEW ZEALAND,White Shark,N
3984,NORTH SEA,Other,N
3985,USA,Other,N
3990,BERMUDA,Other,N
3991,USA,White Shark,N
3992,USA,Other,N
3994,SOUTH AFRICA,White Shark,N
3995,USA,White Shark,N
3996,AUSTRALIA,Other,N
3997,SOUTH AFRICA,Other,N
3999,AUSTRALIA,White Shark,N
4000,AUSTRALIA,Other,N
4001,AUSTRALIA,Other,N
4002,AUSTRALIA,Other,N
4003,AUSTRALIA,White Shark,N
4006,SOUTH AFRICA,White Shark,N
4007,USA,Other,N
4008,GUAM,Other,N
4009,AUSTRALIA,Other,N
4010,NEW ZEALAND,Other,N
4013,PAPUA NEW GUINEA,Other,Y
4014,AUSTRALIA,Other,N
4015,AUSTRALIA,Other,N
4017,PAPUA NEW GUINEA,Other,N
4019,AUSTRALIA,Other,N
4020,AUSTRALIA,Other,Y
4021,AUSTRALIA,Other,N
4022,AUSTRALIA,Other,N
4024,NICARAGUA ,Other,N
4027,SRI LANKA,Other,N
4028,SRI LANKA,Other,N
4033,SOUTH AFRICA,Other,N
4034,AUSTRALIA,Other,N
4035,AUSTRALIA,Other,N
4039,AUSTRALIA,Other,N
4041,NEW ZEALAND,Other,N
4043,AUSTRALIA,Other,N
4044,AUSTRALIA,Other,N
4045,AUSTRALIA,Other,N
4047,SOUTH AFRICA,Other,N
4048,AUSTRALIA,Other,N
4049,USA,Other,N
4050,AUSTRALIA,Other,N
4054,USA,White Shark,N
4055,FIJI,Other,Y
4056,FIJI,Other,N
4059,USA,Other,N
4060,USA,White Shark,N
4061,USA,White Shark,N
4062,INDIA,Other,Y
4065,AZORES,White Shark,N
4070,USA,Other,Y
4071,USA,Other,N
4073,USA,Other,N
4074,CROATIA,Other,N
4075,JAPAN,Other,Y
4079,USA,White Shark,N
4080,USA,Other,N
4081,JAPAN,Other,Y
4082,USA,Other,N
4083,USA,Other,N
4084,USA,Other,N
4086,USA,Other,N
4087,NORTH ATLANTIC OCEAN,White Shark,N
4091,USA,White Shark,Y
4093,SOUTH AFRICA,White Shark,N
4094,USA,Other,N
4095,USA,White Shark,Y
4096,USA,Other,N
4099,AUSTRALIA,Other,N
4105,USA,Other,N
4106,AUSTRALIA,Other,N
4108,PAPUA NEW GUINEA,Other,N
4110,SOUTH AFRICA,Other,N
4111,AUSTRALIA,Other,N
4112,ECUADOR,Other,N
4114,AUSTRALIA,Other,Y
4115,AUSTRALIA,Other,N
4116,SOUTH AFRICA,White Shark,N
4117,NEW GUINEA,Other,N
4119,AUSTRALIA,Other,N
4120,SOUTH KOREA,White Shark,Y
4121,INDIA,Other,Y
4122,ATLANTIC OCEAN,Other,N
4130,USA,Other,Y
4131,AMERICAN SAMOA,Other,Y
4132,AUSTRALIA,Other,Y
4135,USA,White Shark,N
4140,ANDAMAN / NICOBAR ISLANDAS,Other,Y
4141,BAHAMAS,Other,N
4143,MEXICO,Other,N
4144,CROATIA,Other,N
4146,USA,Other,N
4147,USA,Other,N
4150,PACIFIC OCEAN,Other,Y
4151,PACIFIC OCEAN,Other,N
4152,USA,Other,N
4154,BAHAMAS,Other,N
4156,USA,Other,N
4157,USA,Other,N
4158,USA,Other,N
4161,USA,Other,N
4162,TAIWAN,Other,N
4163,SOUTH AFRICA,Other,Y
4164,SOUTH AFRICA,Other,Y
4167,USA,Other,N
4169,AUSTRALIA,Other,N
4171,SOUTH AFRICA,White Shark,Y
4172,TONGA,Other,N
4174,PANAMA,Other,N
4177,PAPUA NEW GUINEA,Other,Y
4179,SOUTH AFRICA,White Shark,N
4182,SOUTH AFRICA,Other,N
4184,SOUTH AFRICA,Other,Y
4191,MARSHALL ISLANDS,Other,N
4192,USA,Other,N
4193,USA,White Shark,N
4194,USA,White Shark,Y
4195,AUSTRALIA,Other,N
4197,AUSTRALIA,Other,N
4200,USA,White Shark,Y
4201,AUSTRALIA,Other,N
4202,USA,Other,N
4203,AUSTRALIA,Other,N
4207,USA,Other,N
4209,USA,Other,N
4212,USA,Other,N
4214,CUBA,Other,N
4216,USA,Other,N
4218,IRAN,Other,N
4220,IRAN,Other,N
4222,PAPUA NEW GUINEA,Other,Y
4225,NEW ZEALAND,Other,N
4226,SOUTH AFRICA,White Shark,N
4227,PAPUA NEW GUINEA,Other,N
4228,SENEGAL,Other,N
4230,USA,Other,N
4232,MAYOTTE,Other,Y
4233,ITALY,White Shark,N
4234,PAPUA NEW GUINEA,Other,Y
4237,AUSTRALIA,Other,N
4238,USA,White Shark,N
4242,MALTA,White Shark,N
4244,PAPUA NEW GUINEA,Other,N
4246,USA,Other,N
4247,MALTA,White Shark,Y
4250,AUSTRALIA,Other,N
4253,SOUTH AFRICA,White Shark,N
4256,ITALY,White Shark,N
4258,AUSTRALIA,Other,Y
4260,AUSTRALIA,Other,Y
4264,AUSTRALIA,Other,N
4267,GREECE,White Shark,Y
4268,USA,Other,N
4275,PAPUA NEW GUINEA,Other,N
4277,AUSTRALIA,Other,N
4278,NORTH PACIFIC OCEAN,White Shark,Y
4279,NORTH PACIFIC OCEAN,White Shark,N
4284,USA,Other,N
4285,CROATIA,White Shark,Y
4286,AMERICAN SAMOA,Other,Y
4287,USA,Other,N
4289,AUSTRALIA,Other,N
4290,JAPAN,Other,Y
4291,USA,Other,N
4292,MONTENEGRO,White Shark,Y
4293,YEMEN,Other,Y
4294,USA,Other,N
4296,PAPUA NEW GUINEA,Other,N
4297,PAPUA NEW GUINEA,Other,N
4300,PAPUA NEW GUINEA,Other,N
4302,USA,Other,N
4303,USA,White Shark,N
4304,AUSTRALIA,White Shark,Y
4307,AUSTRALIA,Other,N
4308,AUSTRALIA,Other,Y
4311,CUBA,Other,N
4314,COLUMBIA,Other,N
4320,USA,Other,N
4322,UNITED KINGDOM,Other,N
4323,CROATIA,White Shark,N
4325,USA,Other,N
4327,AUSTRALIA,Other,Y
4329,CUBA,Other,N
4330,CUBA,Other,N
4335,USA,Other,N
4336,BERMUDA,Other,N
4340,AUSTRALIA,Other,N
4349,ARGENTINA,White Shark,N
4350,PAPUA NEW GUINEA,Other,N
4351,IRAN,Other,Y
4352,MARTINIQUE,Other,N
4354,USA,Other,N
4356,IRAN,Other,Y
4357,IRAN,Other,N
4358,SOUTH AFRICA,Other,N
4361,AUSTRALIA,Other,N
4366,USA,Other,N
4367,USA,Other,N
4370,USA,Other,Y
4374,CANADA,White Shark,N
4377,AUSTRALIA,Other,N
4380,IRAN,Other,N
4381,IRAN,Other,N
4383,AUSTRALIA,Other,N
4385,PAPUA NEW GUINEA,Other,Y
4387,AUSTRALIA,Other,N
4388,AUSTRALIA,Other,N
4390,AUSTRALIA,Other,N
4391,AUSTRALIA,Other,N
4395,AUSTRALIA,Other,N
4397,ITALY,Other,N
4399,USA,White Shark,Y
4400,USA,Other,Y
4403,ITALY,Other,Y
4404,USA,Other,N
4405,USA,Other,N
4406,USA,Other,N
4409,USA,Other,N
4410,USA,White Shark,N
4411,AUSTRALIA,Other,N
4412,INDIA,Other,N
4413,AUSTRALIA,White Shark,N
4414,SUDAN,Other,N
4415,NETHERLANDS ANTILLES,Other,N
4417,AUSTRALIA,Other,N
4420,PAPUA NEW GUINEA,Other,Y
4424,AUSTRALIA,Other,N
4426,AUSTRALIA,Other,Y
4427,SOUTH AFRICA,White Shark,N
4429,SOUTH AFRICA,White Shark,N
4436,GREECE,White Shark,N
4437,GREECE,White Shark,Y
4441,PACIFIC OCEAN,Other,N
4446,AUSTRALIA,Other,N
4447,AUSTRALIA,Other,N
4449,SOUTH AFRICA,Other,N
4451,AUSTRALIA,Other,N
4455,AUSTRALIA,Other,N
4456,AUSTRALIA,Other,N
4458,AUSTRALIA,Other,N
4459,AUSTRALIA,White Shark,N
4460,AUSTRALIA,Other,N
4461,USA,White Shark,N
4462,AUSTRALIA,Other,N
4463,EL SALVADOR,Other,N
4465,AUSTRALIA,White Shark,N
4469,USA,Other,N
4471,USA,Other,N
4472,USA,Other,N
4475,ITALY,White Shark,N
4477,SOUTH AFRICA,Other,N
4478,SOUTH AFRICA,Other,N
4481,AUSTRALIA,Other,N
4482,SOUTH AFRICA,White Shark,Y
4485,AUSTRALIA,White Shark,N
4486,SRI LANKA,Other,N
4487,SRI LANKA,Other,N
4489,INDONESIA,Other,Y
4492,PANAMA,Other,N
4499,AUSTRALIA,Other,N
4500,AUSTRALIA,Other,N
4510,USA,Other,N
4512,AUSTRALIA,Other,N
4514,AUSTRALIA,Other,N
4515,AUSTRALIA,Other,Y
4518,AUSTRALIA,White Shark,Y
4522,ITALY,White Shark,N
4529,AUSTRALIA,Other,Y
4536,GREECE,Other,Y
4544,BAHAMAS,Other,N
4551,PAPUA NEW GUINEA,Other,N
4553,AUSTRALIA,Other,Y
4554,AUSTRALIA,Other,N
4555,USA,Other,N
4559,AUSTRALIA,Other,N
4561,SENEGAL,Other,Y
4562,AUSTRALIA,Other,N
4570,USA,Other,Y
4571,USA,Other,N
4572,AUSTRALIA,Other,N
4576,AUSTRALIA,Other,N
4578,SOUTH AFRICA,Other,N
4583,SOUTH AFRICA,Other,N
4585,BAHAMAS,Other,N
4587,AUSTRALIA,Other,N
4588,SOUTH AFRICA,Other,N
4590,AUSTRALIA,Other,N
4595,AUSTRALIA,Other,Y
4597,IRAN,Other,N
4601,AUSTRALIA,Other,N
4604,AUSTRALIA,White Shark,N
4608,AUSTRALIA,Other,N
4609,SOUTH AFRICA,Other,N
4625,SOUTH AFRICA,Other,N
4630,IRAQ,Other,N
4631,PHILIPPINES,Other,N
4632,USA,Other,N
4644,SOUTH AFRICA,White Shark,Y
4646,USA,Other,N
4647,SAMOA,Other,N
4648,PANAMA,White Shark,Y
4649,NICARAGUA,Other,Y
4653,SOUTH AFRICA,Other,N
4656,AUSTRALIA,Other,N
4667,PANAMA,White Shark,Y
4672,AUSTRALIA,White Shark,N
4677,INDIAN OCEAN,Other,N
4687,USA,Other,N
4688,USA,Other,N
4690,AUSTRALIA,Other,Y
4691,SOUTH AFRICA,White Shark,Y
4698,SOUTH AFRICA,White Shark,Y
4704,AUSTRALIA,Other,N
4705,SOUTHWEST PACIFIC OCEAN,Other,Y
4708,ITALY,Other,N
4718,AUSTRALIA,Other,Y
4719,AUSTRALIA,Other,N
4724,SOUTH AFRICA,Other,N
4725,BAHAMAS,Other,N
4728,SOUTHWEST PACIFIC OCEAN,Other,N
4731,SOUTH ATLANTIC OCEAN,White Shark,Y
4733,SOUTH ATLANTIC OCEAN,Other,N
4734,SOUTH ATLANTIC OCEAN,Other,N
4741,USA,Other,N
4742,USA,Other,N
4743,USA,Other,N
4746,USA,Other,N
4762,PANAMA,Other,Y
4765,USA,Other,N
4766,SOUTH AFRICA,White Shark,Y
4767,AUSTRALIA,Other,N
4768,SOUTH AFRICA,White Shark,Y
4771,AUSTRALIA,Other,N
4772,AUSTRALIA,Other,Y
4774,SOUTH AFRICA,Other,Y
4776,SLOVENIA,White Shark,N
4783,AUSTRALIA,Other,Y
4784,AUSTRALIA,Other,N
4785,AUSTRALIA,Other,N
4789,AUSTRALIA,Other,N
4790,USA,Other,N
4791,AUSTRALIA,Other,N
4794,BAHAMAS,Other,N
4795,USA,Other,N
4798,PAPUA NEW GUINEA,Other,Y
4800,NEW ZEALAND,Other,N
4801,AUSTRALIA,Other,N
4803,BAHAMAS,Other,N
4805,CURACAO,Other,N
4808,AUSTRALIA,Other,N
4815,NICARAGUA,Other,Y
4816,AUSTRALIA,Other,N
4818,IRAQ,Other,N
4822,AUSTRALIA,Other,N
4827,TRINIDAD & TOBAGO,Other,N
4832,AUSTRALIA,Other,Y
4834,AUSTRALIA,Other,Y
4835,AUSTRALIA,Other,Y
4836,AUSTRALIA,Other,N
4837,AUSTRALIA,Other,N
4839,SCOTLAND,Other,N
4840,SCOTLAND,Other,N
4841,SCOTLAND,Other,N
4842,AUSTRALIA,Other,N
4848,AUSTRALIA,Other,N
4850,USA,Other,N
4851,AUSTRALIA,Other,Y
4854,AUSTRALIA,White Shark,Y
4857,AUSTRALIA,Other,N
4859,AUSTRALIA,Other,N
4861,USA,Other,N
4862,AUSTRALIA,Other,N
4865,AUSTRALIA,White Shark,Y
4866,AUSTRALIA,Other,N
4869,AUSTRALIA,Other,N
4871,CANADA,Other,N
4874,USA,White Shark,Y
4875,USA,Other,N
4878,AUSTRALIA,Other,Y
4880,AUSTRALIA,Other,N
4882,USA,Other,N
4887,AUSTRALIA,Other,N
4888,AUSTRALIA,White Shark,Y
4889,AUSTRALIA,White Shark,Y
4891,AUSTRALIA,Other,N
4893,AUSTRALIA,Other,N
4897,AUSTRALIA,Other,Y
4904,USA,Other,N
4908,SOUTH AFRICA,White Shark,N
4909,AUSTRALIA,Other,N
4915,AUSTRALIA,Other,N
4916,AUSTRALIA,Other,N
4918,AUSTRALIA,White Shark,Y
4919,AUSTRALIA,White Shark,Y
4921,AUSTRALIA,Other,N
4922,AUSTRALIA,Other,N
4925,AUSTRALIA,Other,N
4932,BERMUDA,Other,N
4933,ITALY,White Shark,N
4936,CROATIA,White Shark,Y
4938,AUSTRALIA,Other,N
4939,AUSTRALIA,Other,N
4944,AUSTRALIA,Other,Y
4945,AUSTRALIA,Other,Y
4946,AUSTRALIA,Other,N
4947,AUSTRALIA,Other,N
4951,AUSTRALIA,Other,N
4952,AUSTRALIA,Other,Y
4953,AUSTRALIA,Other,N
4955,ISRAEL,Other,N
4956,USA,Other,N
4959,USA,Other,N
4961,USA,Other,N
4965,AUSTRALIA,Other,N
4968,USA,Other,Y
4969,AUSTRALIA,Other,N
4970,AUSTRALIA,Other,N
4972,AUSTRALIA,Other,N
4977,AUSTRALIA,Other,N
4982,USA,Other,N
4986,CANADA,White Shark,N
4987,USA,Other,N
4997,AUSTRALIA,Other,N
4998,AUSTRALIA,Other,N
5000,SOUTH AFRICA,Other,N
5001,AUSTRALIA,Other,N
5004,USA,Other,N
5014,FIJI,Other,N
5017,USA,Other,N
5018,USA,Other,N
5019,AUSTRALIA,Other,N
5023,AUSTRALIA,Other,N
5027,AUSTRALIA,Other,N
5032,AUSTRALIA,Other,N
5041,USA,Other,N
5049,AUSTRALIA,White Shark,Y
5052,SOUTH AFRICA,White Shark,N
5056,AUSTRALIA,Other,Y
5058,AUSTRALIA,Other,N
5070,USA,Other,N
5074,AUSTRALIA,Other,N
5079,AUSTRALIA,Other,N
5080,AUSTRALIA,Other,N
5082,AUSTRALIA,Other,N
5083,AUSTRALIA,Other,Y
5086,AUSTRALIA,Other,Y
5090,AUSTRALIA,Other,N
5091,USA,Other,N
5095,USA,Other,N
5098,PANAMA,Other,Y
5102,ITALY,White Shark,N
5105,AUSTRALIA,Other,N
5108,AUSTRALIA,Other,N
5118,SOUTH AFRICA,Other,N
5120,SOUTH AFRICA,White Shark,Y
5130,AUSTRALIA,Other,N
5133,NEW ZEALAND,Other,N
5134,SOUTH AFRICA,Other,N
5136,AUSTRALIA,Other,Y
5142,AUSTRALIA,Other,N
5146,ITALY,White Shark,Y
5147,USA,Other,N
5148,USA,White Shark,N
5150,USA,White Shark,Y
5152,USA,Other,N
5153,AUSTRALIA,White Shark,Y
5154,SOUTH AFRICA,Other,N
5160,AUSTRALIA,Other,Y
5168,AUSTRALIA,Other,N
5172,CANADA,Other,N
5174,MEXICO,Other,Y
5178,AUSTRALIA,Other,N
5179,USA,Other,N
5180,ENGLAND,Other,N
5187,SPAIN,Other,N
5192,AUSTRALIA,Other,Y
5198,AUSTRALIA,Other,N
5216,AUSTRALIA,Other,Y
5221,USA,Other,N
5223,USA,Other,Y
5224,JAMAICA,Other,Y
5225,SOUTH AFRICA,White Shark,N
5228,JAMAICA,Other,Y
5229,AUSTRALIA,White Shark,Y
5231,AUSTRALIA,White Shark,Y
5234,AUSTRALIA,Other,N
5242,ENGLAND,Other,N
5247,AUSTRALIA,Other,N
5248,HAITI,Other,Y
5249,AUSTRALIA,Other,N
5254,CANADA,Other,N
5269,USA,Other,Y
